frame,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.6539737701416015,0.3956984625922309,0.9990167617797852,0.4185187339782715,0.43858405219184027,0.9991858601570129,0.8024219512939453,0.3662870619032118,0.9879831075668335,0.26504242420196533,0.4607955084906684,0.9897447228431702
1,0.6533970832824707,0.3916300031873915,0.9974669218063354,0.4279994010925293,0.4321354760064019,0.9990589022636414,0.7761459350585938,0.3126864539252387,0.9786558151245117,0.2605266094207764,0.4104735056559245,0.9908199906349182
2,0.6530404567718506,0.3908253139919705,0.9980937838554382,0.4273016929626465,0.4303924560546875,0.9987784028053284,0.7940290927886963,0.2843549092610677,0.9857053756713867,0.26518251895904543,0.3718902587890625,0.9903045296669006
3,0.6520562648773194,0.3878092871771918,0.9975889921188354,0.429447078704834,0.430386225382487,0.9986613988876343,0.7883182525634765,0.2698248545328776,0.9794842600822449,0.2833315134048462,0.3647059122721354,0.9937148690223694
4,0.6519879341125489,0.3857602861192491,0.9972284436225891,0.43221073150634765,0.43247901068793404,0.9986749291419983,0.7804093360900879,0.2695840411716037,0.981105625629425,0.2888855695724487,0.36161287095811634,0.9950880408287048
5,0.6494187355041504,0.3940480550130208,0.9977256655693054,0.4314126491546631,0.4360545688205295,0.9984365105628967,0.7870131969451905,0.2722981982760959,0.9791269898414612,0.29148163795471194,0.3692033555772569,0.9954434633255005
6,0.6447369575500488,0.3954644944932726,0.9984424710273743,0.42520995140075685,0.4350250244140625,0.9984843134880066,0.7893989562988282,0.29547695583767364,0.9893444180488586,0.2822667360305786,0.3720066494411892,0.9942789077758789
7,0.6397238731384277,0.40244390699598526,0.9982905983924866,0.4163090705871582,0.44132796393500434,0.9988045692443848,0.7795965194702148,0.3185754564073351,0.9873088002204895,0.26551220417022703,0.3938696543375651,0.9874175786972046
8,0.6352061748504638,0.4021353827582465,0.9981682300567627,0.41501126289367674,0.4401090833875868,0.9982825517654419,0.7668610095977784,0.3577268812391493,0.9837469458580017,0.272318959236145,0.4318037668863932,0.9923620223999023
9,0.635242223739624,0.41141302320692275,0.9987801909446716,0.40196952819824217,0.4430873870849609,0.9982244372367859,0.7588629722595215,0.39082251654730904,0.9853783845901489,0.26855196952819826,0.4642317877875434,0.9927223324775696
10,0.6329855918884277,0.41053949991861977,0.9992417097091675,0.39279053211212156,0.4463339063856337,0.9983347058296204,0.7576754093170166,0.43109007941351996,0.991955578327179,0.24999780654907228,0.50052490234375,0.9898861646652222
11,0.6317392349243164,0.41381039089626737,0.999503493309021,0.38754544258117674,0.45046925014919703,0.9984427094459534,0.755140733718872,0.4677913241916233,0.9962731599807739,0.22892241477966307,0.5533945719401042,0.9896655678749084
12,0.6302558898925781,0.4235994550916884,0.9996304512023926,0.3820801258087158,0.4580582936604818,0.9985878467559814,0.7614168167114258,0.5233153025309245,0.9958738684654236,0.20748720169067383,0.6236187828911676,0.9897105097770691
13,0.6278337478637696,0.42858590020073783,0.9994994401931763,0.38545966148376465,0.4548926035563151,0.9978821873664856,0.7472685813903809,0.5519495222303602,0.996783971786499,0.260018515586853,0.6150307549370659,0.9923620223999023
14,0.6275832653045654,0.42958136664496527,0.9994951486587524,0.38299927711486814,0.4638131035698785,0.998212456703186,0.7300917625427246,0.5840465121799046,0.9978153705596924,0.26238901615142823,0.6702805413140192,0.9924252033233643
15,0.6266965389251709,0.43519744873046873,0.9993390440940857,0.3807975769042969,0.46697764926486546,0.9987506866455078,0.7282262802124023,0.6253646426730686,0.9969081282615662,0.28265111446380614,0.6827804565429687,0.9898394346237183
16,0.6250749111175538,0.4360127766927083,0.9992554783821106,0.37816243171691893,0.4692910512288411,0.9987435936927795,0.7124007701873779,0.6332018958197699,0.9973787069320679,0.29300429821014407,0.6955027262369792,0.9877896308898926
17,0.6258085250854493,0.4428760104709201,0.9988147020339966,0.3740262985229492,0.4777284410264757,0.9984478950500488,0.7049399375915527,0.6629745907253689,0.9927525520324707,0.2981574535369873,0.7350515577528212,0.970460832118988
18,0.6254669666290283,0.4523198445638021,0.9984366297721863,0.36943612098693845,0.4834485795762804,0.9981117248535156,0.696604871749878,0.6954398261176216,0.9856030941009521,0.3065528154373169,0.7616578843858507,0.9519413113594055
19,0.6248122215270996,0.4577387491861979,0.9981562495231628,0.3660529375076294,0.487203852335612,0.9980155229568481,0.68699631690979,0.7201277838812934,0.979335606098175,0.31561214923858644,0.7705535040961371,0.9446017742156982
20,0.6238370418548584,0.4607891082763672,0.9974677562713623,0.36373300552368165,0.48974829779730905,0.9977987408638,0.6776185989379883,0.7302129957411024,0.9696497917175293,0.320170521736145,0.7784951951768663,0.9459184408187866
21,0.6232965469360352,0.45924368964301215,0.9973764419555664,0.3614058256149292,0.4928541819254557,0.9975366592407227,0.6714210987091065,0.7353931003146701,0.9692205786705017,0.32253389358520507,0.7856814914279514,0.9460367560386658
22,0.6245492458343506,0.45953572591145836,0.9970636963844299,0.35930657386779785,0.49562225341796873,0.9975212216377258,0.6700884819030761,0.739469485812717,0.963976263999939,0.3254688739776611,0.7937258402506511,0.9408767819404602
