frame,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.5894150733947754,0.3588957044813368,0.9970941543579102,0.48015718460083007,0.36747542487250434,0.9973499774932861,0.6220265388488769,0.5028239356146919,0.990344226360321,0.4551738739013672,0.504799567328559,0.9896698594093323
1,0.5894030570983887,0.35887230767144096,0.9970844388008118,0.4801216125488281,0.36750013563368056,0.9973425269126892,0.6220296859741211,0.5027222527398003,0.9903407692909241,0.45510215759277345,0.5048037634955512,0.9896101951599121
2,0.5894587516784668,0.3594414605034722,0.9971561431884766,0.47954444885253905,0.3685034857855903,0.9975427389144897,0.6243509292602539,0.49938223097059464,0.9918445944786072,0.4514925479888916,0.4986751556396484,0.9915665984153748
3,0.5891499042510986,0.36015421549479165,0.9974673986434937,0.47878684997558596,0.36945809258355033,0.9977495074272156,0.6281354904174805,0.5006646474202474,0.9924922585487366,0.44802107810974123,0.49641219245062934,0.9915512800216675
4,0.5895644664764405,0.3603758070203993,0.9977891445159912,0.47688870429992675,0.3703831566704644,0.9979754090309143,0.6310786724090576,0.4987752702501085,0.9916655421257019,0.4413591384887695,0.49716233147515193,0.9917665123939514
5,0.5897573947906494,0.36020533243815106,0.9979140162467957,0.4756453037261963,0.3704347398546007,0.9980756044387817,0.6347129344940186,0.493248536851671,0.9918972253799438,0.43652052879333497,0.4953468746609158,0.9917016625404358
6,0.5887238502502441,0.359210205078125,0.9981024861335754,0.47533578872680665,0.3700407240125868,0.9980624318122864,0.6372958660125733,0.4819513108995226,0.993340790271759,0.43207759857177735,0.4835340287950304,0.9922307133674622
7,0.5893598556518554,0.35934533013237846,0.9984526634216309,0.474338436126709,0.3705751630995009,0.9982788562774658,0.6422833442687989,0.48021278381347654,0.9943501353263855,0.42621283531188964,0.47936248779296875,0.9936297535896301
8,0.5896801471710205,0.3599187215169271,0.9985917210578918,0.4735367774963379,0.36913443671332463,0.9983817338943481,0.6492035865783692,0.47279612223307294,0.9951882362365723,0.4194002151489258,0.47176780700683596,0.9939737915992737
9,0.5905211925506592,0.360188971625434,0.998819887638092,0.4723843574523926,0.3688738928900825,0.9985278844833374,0.6565211772918701,0.467384762234158,0.9952836632728577,0.41491971015930174,0.4684938218858507,0.994211733341217
10,0.5898872375488281,0.35796822441948783,0.9989691972732544,0.4713139533996582,0.3675826178656684,0.9986647367477417,0.6592246055603027,0.4474651336669922,0.9954174757003784,0.40699100494384766,0.45794609917534723,0.9936169385910034
