frame,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.610406239827474,0.5783273767541957,0.9981606602668762,0.35065816243489584,0.586795100459346,0.9995198249816895,0.6503744125366211,0.960135339807581,0.8245165348052979,0.315715758005778,0.9586778428819445,0.9544290900230408
1,0.606516710917155,0.5773378160264757,0.9989210367202759,0.348841921488444,0.5881644920066551,0.9995588660240173,0.6488762537638346,0.9500864664713542,0.9046267867088318,0.31316709518432617,0.9591929117838541,0.9565237164497375
2,0.6068707148234049,0.5779056125217014,0.9986709356307983,0.3481043179829915,0.5879037362557871,0.9995923638343811,0.647267468770345,0.9525769269024884,0.8737035989761353,0.312837823232015,0.9545774106626157,0.9624859690666199
3,0.606294822692871,0.5788517139576099,0.9985639452934265,0.3485722859700521,0.5877154880099826,0.9995911717414856,0.6462877273559571,0.953032543041088,0.8569294214248657,0.3122858047485352,0.9541855423538773,0.960587203502655
4,0.6064297993977864,0.5810173882378472,0.9988278746604919,0.34867404301961263,0.5880220201280382,0.9995574355125427,0.6454233169555664,0.9551598442925348,0.8843854069709778,0.3122862815856934,0.9499416775173611,0.9600023627281189
5,0.6080944061279296,0.5808698866102431,0.998621940612793,0.3519950230916341,0.5857718573676215,0.9995582699775696,0.6449478149414063,0.9537987603081597,0.8406731486320496,0.31707738240559896,0.9517245822482638,0.9629439115524292
6,0.6108236312866211,0.580677964952257,0.9989451766014099,0.3519156773885091,0.586520442256221,0.9995161294937134,0.6466368357340495,0.953968980577257,0.8750256299972534,0.31668160756429037,0.9519904242621527,0.9619924426078796
7,0.613627815246582,0.5801922833478009,0.9988030195236206,0.3561410903930664,0.583820088704427,0.9996473789215088,0.6478199640909831,0.9498328314887152,0.8913259506225586,0.31818860371907554,0.9489856861255787,0.9720025062561035
8,0.6152305603027344,0.5791803995768229,0.9988945126533508,0.35650100708007815,0.5825701678240741,0.999656081199646,0.6503010431925456,0.9472318861219619,0.899858832359314,0.3189871152242025,0.9472275345413773,0.9744938611984253
9,0.6159185409545899,0.5782616509331597,0.9987567663192749,0.3574024836222331,0.5796422887731482,0.9996403455734253,0.650056266784668,0.942332288953993,0.8904199600219727,0.31360654830932616,0.9440501460322628,0.970678985118866
10,0.614171028137207,0.5695507473415798,0.9997103810310364,0.35855722427368164,0.5736922087492766,0.9994624257087708,0.6611000061035156,0.9379661277488426,0.9792382121086121,0.30213502248128254,0.9355511135525174,0.9848292469978333
10,0.61334654490153,0.5705308137116609,0.9996209144592285,0.35781510670979816,0.574588069209346,0.9996312856674194,0.6601280212402344,0.9350316365559895,0.9765282273292542,0.30289824803670246,0.935489739312066,0.9867232441902161
11,0.6124965667724609,0.5656197441948785,0.9996331930160522,0.3568802197774251,0.5709945678710937,0.9994778037071228,0.6757352828979493,0.9389477199978299,0.9673103094100952,0.2856739044189453,0.9327071013274016,0.9814338088035583
12,0.6086524327596029,0.5618850142867476,0.9995576739311218,0.3582244873046875,0.5673424614800348,0.9996358156204224,0.7015391031901042,0.9197423864293981,0.951891303062439,0.2555388927459717,0.9239705403645834,0.951636791229248
13,0.6105691909790039,0.558490781430845,0.9998227953910828,0.3568216323852539,0.5599141438802083,0.9997684359550476,0.7468170166015625,0.9036536322699653,0.9816586375236511,0.22185606956481935,0.8908460828993056,0.9812672138214111
14,0.61300048828125,0.5487328423394098,0.9999159574508667,0.3603075981140137,0.549918450249566,0.99977046251297,0.7587670644124349,0.7794903225368923,0.9970462918281555,0.21070491472880046,0.7861427024558738,0.9951654672622681
15,0.619793955485026,0.5521161679868345,0.9999381303787231,0.350922966003418,0.546973051848235,0.9997270703315735,0.7968219757080078,0.7271625660083912,0.9964969754219055,0.1787592569986979,0.7304545084635417,0.9869239926338196
16,0.6198342005411784,0.5488245646158855,0.9998434782028198,0.34649779001871744,0.5387754652235243,0.9997701048851013,0.800670051574707,0.6557876021773726,0.991569995880127,0.18140880266825357,0.6655146280924479,0.9897599816322327
17,0.6222593307495117,0.5458883214879919,0.999881386756897,0.34976720809936523,0.5374998869719328,0.9998818635940552,0.8427749633789062,0.6188394052010996,0.9859040379524231,0.15546913146972657,0.6230082759150752,0.9835635423660278
18,0.6178394317626953,0.5418600576895255,0.9998767375946045,0.34521621068318686,0.5358172381365741,0.9997947812080383,0.8319546381632487,0.5771475897894965,0.9907099008560181,0.17035837173461915,0.5803285386827257,0.9884540438652039
19,0.6149677276611328,0.5391707808883102,0.9998189806938171,0.34546422958374023,0.5324703640407986,0.9998279809951782,0.8249214808146159,0.5512828685619213,0.9916301369667053,0.1685460090637207,0.5381582189489293,0.9920058846473694
20,0.6160932540893554,0.5376155146846064,0.9997881054878235,0.34815273284912107,0.5296006944444445,0.9998457431793213,0.835540771484375,0.5355204264322917,0.986268162727356,0.17020912170410157,0.5092458654333044,0.9918479919433594
21,0.6166315078735352,0.534214104546441,0.9997262358665466,0.34824657440185547,0.531539069281684,0.9997907280921936,0.8311354319254557,0.5215166445131655,0.9846130609512329,0.1746261755625407,0.5060295952690972,0.9917587637901306
22,0.6163991928100586,0.5344362046983507,0.9997814297676086,0.34513130187988283,0.533000409161603,0.999786913394928,0.838360595703125,0.5083216349283854,0.9854663610458374,0.17367259661356607,0.5168263753255208,0.9914263486862183
23,0.6152565002441406,0.5310315167462384,0.9997654557228088,0.3446397145589193,0.5332726937753183,0.999845027923584,0.8300527572631836,0.4999604966905382,0.9868164658546448,0.1609071413675944,0.5206631130642361,0.9900621175765991
24,0.6164716720581055,0.5290824042426215,0.9997864365577698,0.3431279182434082,0.5354782104492187,0.9998465776443481,0.8366216659545899,0.4944003634982639,0.9868122935295105,0.1657251834869385,0.5309786196108217,0.9909618496894836
25,0.6143196105957032,0.5297758314344618,0.9996969699859619,0.34503358205159507,0.5375327781394675,0.9998617172241211,0.8237119674682617,0.4983666879159433,0.9830533862113953,0.1677041212717692,0.5242016262478298,0.9900304079055786
26,0.6132065455118815,0.5269621672453704,0.9996094107627869,0.34711809158325196,0.5342459784613716,0.9998915195465088,0.8362543106079101,0.4946888676396123,0.9788967967033386,0.17201544443766276,0.5096406159577547,0.9924637079238892
27,0.6119588851928711,0.5221078943323206,0.999510645866394,0.34141162236531575,0.5356623896846064,0.9998043179512024,0.8357555389404296,0.4913870917426215,0.9842538833618164,0.17683396339416504,0.5031153926142939,0.9933981895446777
28,0.6124949137369792,0.5200406109845197,0.9992334842681885,0.34307664235432944,0.5318757798936632,0.9998118281364441,0.8392452239990235,0.4838205408166956,0.9786607027053833,0.1798723856608073,0.49100234420211225,0.9939339756965637
29,0.6094482421875,0.5167373657226563,0.998808741569519,0.33901894887288414,0.534493170844184,0.9998294115066528,0.8272113800048828,0.47283935546875,0.9678479433059692,0.16982607841491698,0.5002988462094907,0.9934661984443665
30,0.6106642405192058,0.5219907407407407,0.999398946762085,0.3418152173360189,0.5401928936993634,0.9998279809951782,0.8524580001831055,0.5156982421875,0.976059079170227,0.1671077251434326,0.5411795722113715,0.9920422434806824
31,0.6054740905761719,0.525480877911603,0.9997379183769226,0.34367170333862307,0.5462799072265625,0.9998086094856262,0.8312894821166992,0.5841688368055555,0.9906148910522461,0.16800986925760905,0.6025205824110244,0.994187593460083
32,0.6076756159464518,0.5382433855975116,0.9997788071632385,0.33937749862670896,0.5527599758572048,0.9997907280921936,0.8140226999918619,0.6576163397894965,0.9885706305503845,0.16206603050231932,0.6886739095052083,0.9934002161026001
33,0.6024280548095703,0.5426323784722222,0.9998934268951416,0.34464340209960936,0.5646731341326678,0.9997590184211731,0.7761343002319336,0.7100776389793113,0.9976346492767334,0.17207708358764648,0.7563213772243924,0.9941179752349854
34,0.6005708694458007,0.5501438282154224,0.9999104738235474,0.3557954470316569,0.5637827555338542,0.9998069405555725,0.7444738388061524,0.7785046047634548,0.9968850016593933,0.19982787768046062,0.8152893631546586,0.9952799081802368
