frame,Left Shoulder_x,Left Shoulder_y,Left Shoulder_conf,Right Shoulder_x,Right Shoulder_y,Right Shoulder_conf,Left Elbow_x,Left Elbow_y,Left Elbow_conf,Right Elbow_x,Right Elbow_y,Right Elbow_conf
0,0.37538723945617675,0.31901594797770183,0.997795581817627,0.5443073749542237,0.3148792478773329,0.9987323880195618,0.34107897281646726,0.5928618960910373,0.9800580739974976,0.6211591720581054,0.6217708587646484,0.9959028363227844
1,0.37777276039123536,0.3165133794148763,0.9977153539657593,0.5439737796783447,0.3118342081705729,0.9986696243286133,0.34100914001464844,0.5796029408772786,0.9814573526382446,0.6292464733123779,0.604432127210829,0.9956868290901184
2,0.3790728092193604,0.31490777333577474,0.9977409839630127,0.5429646968841553,0.3111766179402669,0.9988202452659607,0.33994903564453127,0.5706081390380859,0.9820085763931274,0.6336181640625,0.5944343143039279,0.996187150478363
3,0.38257737159729005,0.309123780992296,0.9981008172035217,0.5416917324066162,0.3069463306003147,0.998765230178833,0.33918812274932864,0.5507769690619575,0.9875165224075317,0.6383979797363282,0.576412116156684,0.9960944056510925
4,0.38372254371643066,0.30726670159233943,0.9980379939079285,0.5412580490112304,0.30578717125786675,0.9987441301345825,0.33825457096099854,0.5476585388183594,0.9857283234596252,0.6429368019104004,0.5695448133680555,0.9959591031074524
5,0.386195969581604,0.30089363521999785,0.9977462887763977,0.5414876937866211,0.3043217976888021,0.9987321496009827,0.33624155521392823,0.5279361724853515,0.9833646416664124,0.6476614475250244,0.5515151977539062,0.9958682060241699
6,0.3848122596740723,0.305172962612576,0.9974514842033386,0.5388190746307373,0.3050945070054796,0.9989301562309265,0.3368788242340088,0.5152264489067926,0.9817243814468384,0.649492597579956,0.5436772664388021,0.9963507652282715
7,0.3874222278594971,0.3021867964002821,0.9976434111595154,0.5375538825988769,0.3026448779635959,0.9989169836044312,0.3341901540756226,0.5041720920138889,0.9842801094055176,0.6549673080444336,0.5273963928222656,0.9967018961906433
8,0.3865083932876587,0.30057921939425997,0.9976909160614014,0.536457872390747,0.3016477796766493,0.99888676404953,0.335156774520874,0.49919344584147135,0.9875496029853821,0.6571201324462891,0.5114397684733073,0.9967325925827026
9,0.3881892204284668,0.30030640496148003,0.9978742599487305,0.5380844593048095,0.30094774034288196,0.9990540146827698,0.33187332153320315,0.48640641106499566,0.9888108968734741,0.6667078018188477,0.5020116170247396,0.996925413608551
10,0.3904808521270752,0.2948807822333442,0.9976100921630859,0.5371384143829345,0.29649213155110676,0.9990400671958923,0.3339484691619873,0.45657132466634115,0.9872736930847168,0.6711628913879395,0.47970119052463106,0.9965448975563049
11,0.3918904781341553,0.2936910417344835,0.9973559379577637,0.5387386798858642,0.29771828121609156,0.9990953207015991,0.3356445789337158,0.4446390363905165,0.9858010411262512,0.677641773223877,0.47586517333984374,0.9965006113052368
12,0.39374485015869143,0.29096007876926,0.9973738193511963,0.540059757232666,0.2942810270521376,0.9990473389625549,0.3375802993774414,0.43048294915093316,0.9858661890029907,0.6803817749023438,0.4576246049669054,0.9968363046646118
13,0.39345412254333495,0.2903801812065972,0.9972890615463257,0.5393486499786377,0.2932043711344401,0.9990134239196777,0.33677072525024415,0.4357337103949653,0.9853342771530151,0.6843931198120117,0.4439594268798828,0.9969372749328613
14,0.393877911567688,0.2863524542914497,0.9978119134902954,0.539792251586914,0.2906935162014431,0.9989427924156189,0.3371030569076538,0.4201687706841363,0.9898147583007812,0.6887273788452148,0.43198131985134547,0.9972419738769531
15,0.3930180549621582,0.28419278462727865,0.997541069984436,0.5390143871307373,0.28822557661268444,0.9988598823547363,0.33692564964294436,0.4132378896077474,0.987950325012207,0.6897538661956787,0.42244364420572916,0.9969992637634277
